"source_file","source_page","section_heading","rate_category","notification_no","notification_date","rate_as_on_date","schedule","serial_no","hsn_code","description","source_rate","cgst_rate","sgst_rate","total_gst_rate","compensation_cess_rate","is_exempt","gst_rate","condition","footnote","amendment_note","raw_text"
"GST rates2025.pdf","1","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","1.","0101 21 00, 0101 29","Live horses","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","1. | 0101 21 00, 0101 29 | Live horses | 2.5%"
"GST rates2025.pdf","44","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","251.","7011","Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps and light sources, cathode ray tube or the like","9%","9%","9%","18%","","false","9%","","","","251. | 7011 | Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps and light sources, cathode ray tube or the like | 9%"
"GST rates2025.pdf","44","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","252.","7013","Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018)","9%","9%","9%","18%","","false","9%","","","","252. | 7013 | Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018) | 9%"
"GST rates2025.pdf","44","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","253.","7014","Signalling glassware and optical elements of glass (other than those of heading 7015), not optically worked","9%","9%","9%","18%","","false","9%","","","","253. | 7014 | Signalling glassware and optical elements of glass (other than those of heading 7015), not optically worked | 9%"
"GST rates2025.pdf","44","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","254.","7015","Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses","9%","9%","9%","18%","","false","9%","","","","254. | 7015 | Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","255.","7016","Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass small wares, whether or not on a backing, for mosaics or similar decorative purposes; leaded lights and the like; multi-cellular or foam glass in blocks, panels, plates, shells or similar forms","9%","9%","9%","18%","","false","9%","","","","255. | 7016 | Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass small wares, whether or not on a backing, for mosaics or similar decorative purposes; leaded lights and the like; multi-cellular or foam glass in blocks, panels, plates, shells or similar forms | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","256.","7017","Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated","9%","9%","9%","18%","","false","9%","","","","256. | 7017 | Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","257.","7018","Imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof other than imitation jewellery; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other than imitation jewellery; glass microspheres not exceeding 1 mm in diameter","9%","9%","9%","18%","","false","9%","","","","257. | 7018 | Imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof other than imitation jewellery; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other than imitation jewellery; glass microspheres not exceeding 1 mm in diameter | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","258.","7019","Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics)","9%","9%","9%","18%","","false","9%","","","","258. | 7019 | Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics) | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","259.","7020","Other articles of glass [other than Globes for lamps and lanterns, Founts for kerosene wick lamps, Glass chimneys for lamps and lanterns]","9%","9%","9%","18%","","false","9%","","","","259. | 7020 | Other articles of glass [other than Globes for lamps and lanterns, Founts for kerosene wick lamps, Glass chimneys for lamps and lanterns] | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","260.","7201","Pig iron and spiegeleisen in pigs, blocks or other primary forms","9%","9%","9%","18%","","false","9%","","","","260. | 7201 | Pig iron and spiegeleisen in pigs, blocks or other primary forms | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","261.","7202","Ferro-alloys","9%","9%","9%","18%","","false","9%","","","","261. | 7202 | Ferro-alloys | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","262.","7203","Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94%, in lumps, pellets or similar forms","9%","9%","9%","18%","","false","9%","","","","262. | 7203 | Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94%, in lumps, pellets or similar forms | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","263.","7204","Ferrous waste and scrap; remelting scrap ingots of iron or steel","9%","9%","9%","18%","","false","9%","","","","263. | 7204 | Ferrous waste and scrap; remelting scrap ingots of iron or steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","264.","7205","Granules and powders, of pig iron, spiegeleisen, iron or steel","9%","9%","9%","18%","","false","9%","","","","264. | 7205 | Granules and powders, of pig iron, spiegeleisen, iron or steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","265.","7206","Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 7203)","9%","9%","9%","18%","","false","9%","","","","265. | 7206 | Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 7203) | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","266.","7207","Semi-finished products of iron or non-alloy steel","9%","9%","9%","18%","","false","9%","","","","266. | 7207 | Semi-finished products of iron or non-alloy steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","267.","7208 to 7212","All flat-rolled products of iron or non-alloy steel","9%","9%","9%","18%","","false","9%","","","","267. | 7208 to 7212 | All flat-rolled products of iron or non-alloy steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","268.","7213 to 7215","All bars and rods, of iron or non-alloy steel","9%","9%","9%","18%","","false","9%","","","","268. | 7213 to 7215 | All bars and rods, of iron or non-alloy steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","269.","7216","Angles, shapes and sections of iron or non-alloy steel","9%","9%","9%","18%","","false","9%","","","","269. | 7216 | Angles, shapes and sections of iron or non-alloy steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","270.","7217","Wire of iron or non-alloy steel","9%","9%","9%","18%","","false","9%","","","","270. | 7217 | Wire of iron or non-alloy steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","271.","7218","Stainless steel in ingots or other primary forms; semi-finished products of stainless steel","9%","9%","9%","18%","","false","9%","","","","271. | 7218 | Stainless steel in ingots or other primary forms; semi-finished products of stainless steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","272.","7219, 7220","All flat-rolled products of stainless steel","9%","9%","9%","18%","","false","9%","","","","272. | 7219, 7220 | All flat-rolled products of stainless steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","273.","7221, 7222","All bars and rods, of stainless steel","9%","9%","9%","18%","","false","9%","","","","273. | 7221, 7222 | All bars and rods, of stainless steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","274.","7223","Wire of stainless steel","9%","9%","9%","18%","","false","9%","","","","274. | 7223 | Wire of stainless steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","275.","7224","Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel","9%","9%","9%","18%","","false","9%","","","","275. | 7224 | Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel | 9%"
"GST rates2025.pdf","45","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","276.","7225, 7226","All flat-rolled products of other alloy steel","9%","9%","9%","18%","","false","9%","","","","276. | 7225, 7226 | All flat-rolled products of other alloy steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","277.","7227, 7228","All bars and rods of other alloy steel.","9%","9%","9%","18%","","false","9%","","","","277. | 7227, 7228 | All bars and rods of other alloy steel. | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","278.","7229","Wire of other alloy steel","9%","9%","9%","18%","","false","9%","","","","278. | 7229 | Wire of other alloy steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","279.","7301","Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel","9%","9%","9%","18%","","false","9%","","","","279. | 7301 | Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","280.","7302","Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (base plates), rail clips bedplates, ties and other material specialized for jointing or fixing rails","9%","9%","9%","18%","","false","9%","","","","280. | 7302 | Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (base plates), rail clips bedplates, ties and other material specialized for jointing or fixing rails | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","281.","7303","Tubes, pipes and hollow profiles, of cast iron","9%","9%","9%","18%","","false","9%","","","","281. | 7303 | Tubes, pipes and hollow profiles, of cast iron | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","282.","7304","Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel","9%","9%","9%","18%","","false","9%","","","","282. | 7304 | Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","283.","7305","Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406.4 mm, of iron or steel","9%","9%","9%","18%","","false","9%","","","","283. | 7305 | Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406.4 mm, of iron or steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","284.","7306","Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel","9%","9%","9%","18%","","false","9%","","","","284. | 7306 | Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","285.","7307","Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel","9%","9%","9%","18%","","false","9%","","","","285. | 7307 | Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","286.","7308","Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames and thresholds for doors, and shutters, balustrades, pillars, and columns), of iron or steel; plates, rods, angles, shapes, section, tubes and the like, prepared for using structures, of iron or steel [other than transmission towers]","9%","9%","9%","18%","","false","9%","","","","286. | 7308 | Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames and thresholds for doors, and shutters, balustrades, pillars, and columns), of iron or steel; plates, rods, angles, shapes, section, tubes and the like, prepared for using structures, of iron or steel [other than transmission towers] | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","287.","7309","Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment","9%","9%","9%","18%","","false","9%","","","","287. | 7309 | Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","288.","7310","Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment, other than Milk cans made of Iron or Steel","9%","9%","9%","18%","","false","9%","","","","288. | 7310 | Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment, other than Milk cans made of Iron or Steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","289.","7311","Containers for compressed or liquefied gas, of iron or steel","9%","9%","9%","18%","","false","9%","","","","289. | 7311 | Containers for compressed or liquefied gas, of iron or steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","290.","7312","Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated","9%","9%","9%","18%","","false","9%","","","","290. | 7312 | Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","291.","7313","Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel","9%","9%","9%","18%","","false","9%","","","","291. | 7313 | Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel | 9%"
"GST rates2025.pdf","46","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","292.","7314","Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel","9%","9%","9%","18%","","false","9%","","","","292. | 7314 | Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","293.","7315","Chain and parts thereof, of iron or steel falling under 7315 20, 7315 81, 7315 82, 7315 89, 7315 90","9%","9%","9%","18%","","false","9%","","","","293. | 7315 | Chain and parts thereof, of iron or steel falling under 7315 20, 7315 81, 7315 82, 7315 89, 7315 90 | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","294.","7316","Anchors, grapnels and parts thereof, of iron or steel","9%","9%","9%","18%","","false","9%","","","","294. | 7316 | Anchors, grapnels and parts thereof, of iron or steel | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","295.","7317","Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 8305) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper","9%","9%","9%","18%","","false","9%","","","","295. | 7317 | Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 8305) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","296.","7318","Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel","9%","9%","9%","18%","","false","9%","","","","296. | 7318 | Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","297.","7319","Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included","9%","9%","9%","18%","","false","9%","","","","297. | 7319 | Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","298.","7320","Springs and leaves for springs, of iron and steel","9%","9%","9%","18%","","false","9%","","","","298. | 7320 | Springs and leaves for springs, of iron and steel | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","299.","7321","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel [other than Kerosene burners, kerosene stoves, wood burning stoves of iron or steel, and solar cookers]","9%","9%","9%","18%","","false","9%","","","","299. | 7321 | Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel [other than Kerosene burners, kerosene stoves, wood burning stoves of iron or steel, and solar cookers] | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","300.","7322","Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel","9%","9%","9%","18%","","false","9%","","","","300. | 7322 | Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","301.","7323","Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel (other than Milk cans made of Iron or Steel)","9%","9%","9%","18%","","false","9%","","","","301. | 7323 | Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel (other than Milk cans made of Iron or Steel) | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","302.","7323 9410","Ghamella","9%","9%","9%","18%","","false","9%","","","","302. | 7323 9410 | Ghamella | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","303.","7324","Sanitary ware and parts thereof, of iron and steel","9%","9%","9%","18%","","false","9%","","","","303. | 7324 | Sanitary ware and parts thereof, of iron and steel | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","304.","7325","Other cast articles of iron or steel","9%","9%","9%","18%","","false","9%","","","","304. | 7325 | Other cast articles of iron or steel | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","305.","7326","Other articles of iron or steel","9%","9%","9%","18%","","false","9%","","","","305. | 7326 | Other articles of iron or steel | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","306.","7401","Copper mattes; cement copper (precipitated copper)","9%","9%","9%","18%","","false","9%","","","","306. | 7401 | Copper mattes; cement copper (precipitated copper) | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","307.","7402","Unrefined copper; copper anodes for electrolytic refining","9%","9%","9%","18%","","false","9%","","","","307. | 7402 | Unrefined copper; copper anodes for electrolytic refining | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","308.","7403","Refined copper and copper alloys, unwrought","9%","9%","9%","18%","","false","9%","","","","308. | 7403 | Refined copper and copper alloys, unwrought | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","309.","7404","Copper waste and scrap","9%","9%","9%","18%","","false","9%","","","","309. | 7404 | Copper waste and scrap | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","310.","7405","Master alloys of copper","9%","9%","9%","18%","","false","9%","","","","310. | 7405 | Master alloys of copper | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","311.","7406","Copper powders and flakes","9%","9%","9%","18%","","false","9%","","","","311. | 7406 | Copper powders and flakes | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","312.","7407","Copper bars, rods and profiles","9%","9%","9%","18%","","false","9%","","","","312. | 7407 | Copper bars, rods and profiles | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","313.","7408","Copper wire","9%","9%","9%","18%","","false","9%","","","","313. | 7408 | Copper wire | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","314.","7409","Copper plates, sheets and strip, of a thickness exceeding 0.15 mm","9%","9%","9%","18%","","false","9%","","","","314. | 7409 | Copper plates, sheets and strip, of a thickness exceeding 0.15 mm | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","315.","7410","Copper foils","9%","9%","9%","18%","","false","9%","","","","315. | 7410 | Copper foils | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","316.","7411","Copper tubes and pipes","9%","9%","9%","18%","","false","9%","","","","316. | 7411 | Copper tubes and pipes | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","317.","7412","Copper tube or pipe fittings (for example, couplings, elbows, sleeves)","9%","9%","9%","18%","","false","9%","","","","317. | 7412 | Copper tube or pipe fittings (for example, couplings, elbows, sleeves) | 9%"
"GST rates2025.pdf","47","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","318.","7413","Stranded wires and cables","9%","9%","9%","18%","","false","9%","","","","318. | 7413 | Stranded wires and cables | 9%"
